,filename,probability
0,000090-cfa1e88a7d10fead6303332b-12-3750-25350.jpg,0.25789764523506165
1,000583-a83daeb7b675392ab8618926-26-1500-48300.jpg,0.13718898594379425
2,000479-f6f091083fcc5948725ef21f-42-1000-76600.jpg,0.07849042862653732
3,000167-b4f6fd9e0a76b2be4083d9fa-15-750-27750.jpg,0.24154943227767944
4,000355-69117d622dcad785f126ca11-11-1000-20800.jpg,0.023862110450863838
5,000290-ba9bef2af96a41ee3b5080e5-15-2750-29750.jpg,0.08991807699203491
6,000348-b7f7a59a118189974b56450e-17-3750-34350.jpg,0.02482249028980732
7,000255-0ec546ea42f6c8342ba49a06-32-3250-60850.jpg,0.14616014063358307
8,000472-385f6adb2575f9ee99ab5bc5-31-3000-58800.jpg,0.7480921745300293
9,000136-acab0eb205d107f839c695f3-1-3750-5550.jpg,0.23038426041603088
10,000337-fc9ab13dc9e640fb3a52746d-44-3000-82200.jpg,0.05160190537571907
11,000160-cfa1e88a7d10fead6303332b-14-4250-29450.jpg,0.4949488043785095
12,000538-ddda1a56dcb540680ddc4973-38-2250-70650.jpg,0.01274046953767538
13,000156-5aaa97d21c46dd007ccfb9b2-11-2000-21800.jpg,0.24545663595199585
14,000382-f320be1e7f6ea7fa725e93b9-1-2000-3800.jpg,0.0821416974067688
15,000330-63b99e6995525951d89da0d0-41-3250-77050.jpg,0.02361281029880047
16,000112-392c6092a6280d30a7144bcf-5-1750-10750.jpg,0.2558574080467224
17,000556-5906ba94cf204d29c2895589-1-3250-5050.jpg,0.7019224762916565
18,000567-fd0f8352bcbb86d93c23baa9-15-750-27750.jpg,0.10087113827466965
19,000582-0b3a6d126307c494e94f24e2-25-2250-47250.jpg,0.026944823563098907
20,000082-df757ecb6cb5cb64f67b2949-34-2750-63950.jpg,0.22029443085193634
21,000145-dc0eb7d577e761b21c47980c-24-4250-47450.jpg,0.026289984583854675
22,000009-04d03f0bda67a854ff0dc550-23-2750-44150.jpg,0.0197064820677042
23,000041-5f40487e05bd3e7c70e4eb94-26-2750-49550.jpg,0.038941048085689545
24,000184-fb247ec7e266d69334aaf013-35-2000-65000.jpg,0.07022127509117126
25,000572-ab6ae95114751c64a94eb2d0-36-250-65050.jpg,0.966824471950531
26,000281-6d5e57caf62f4ce2491fd4c2-27-4250-52850.jpg,0.2469140887260437
27,000373-1d543ae97672c91311e5a36d-18-1250-33650.jpg,0.006649200804531574
28,000371-d802316e6db35675708f375d-44-250-79450.jpg,0.023303411900997162
29,000154-ce987a693d8c47d442322a6e-29-2000-54200.jpg,0.36938488483428955
30,000410-f1cd0db34a558c82f3d8328a-22-3250-42850.jpg,0.05573541298508644
31,000420-768a0a069adf04319ff2559b-28-3750-54150.jpg,0.005748852156102657
32,000390-f41898121bded6aa892c02f5-33-2000-61400.jpg,0.16967009007930756
33,000017-398e7524eb808f5e45c794fc-28-0-50400.jpg,0.26958155632019043
34,000467-1c88e8735cd99fcbe3509858-10-0-18000.jpg,0.13558942079544067
35,000380-5aaa97d21c46dd007ccfb9b2-25-3500-48500.jpg,0.01044621504843235
36,000061-5c99ee571eb64dfbe59206b4-14-250-25450.jpg,0.14274179935455322
37,000588-5aa735c8ff45c3469d2531f7-26-3250-50050.jpg,0.6221702694892883
38,000083-ce81932a762ad235a831aa8b-11-1250-21050.jpg,0.5566596984863281
39,000048-5906ba94cf204d29c2895589-13-4500-27900.jpg,0.027123091742396355
40,000253-d116009a6a7abb822b2ac5f2-15-3000-30000.jpg,0.022963548079133034
41,000226-4f78a8d0b4cf60e844288509-22-1500-41100.jpg,0.12356781959533691
42,000289-275102f371b5a840e212b97a-21-4250-42050.jpg,0.0898953527212143
43,000370-40cd8876c741ebe183ec3d66-38-2000-70400.jpg,0.44588255882263184
44,000117-ba70befeb9a917baca4821aa-18-2750-35150.jpg,0.11268202215433121
45,000310-ba9bef2af96a41ee3b5080e5-28-500-50900.jpg,0.4302298128604889
46,000015-1d543ae97672c91311e5a36d-34-1250-62450.jpg,0.11109311878681183
47,000115-ce987a693d8c47d442322a6e-31-3250-59050.jpg,0.5111258625984192
48,000357-ab6ae95114751c64a94eb2d0-32-2500-60100.jpg,0.0222075954079628
49,000411-14a93dd1b5546948a3c95929-36-2750-67550.jpg,0.07400418072938919
50,000414-17ccba08b674126235ae6055-20-2250-38250.jpg,0.0027056830003857613
51,000568-f64d0401fd055c904ca6dc00-15-1500-28500.jpg,0.009170111268758774
52,000069-14a93dd1b5546948a3c95929-6-3000-13800.jpg,0.1618710309267044
53,000294-16f99beaf8446ba44a25e1f6-18-4500-36900.jpg,0.2623085677623749
54,000312-afd4c1bf9fac7484ffca8051-39-500-70700.jpg,0.006237580440938473
55,000558-385f6adb2575f9ee99ab5bc5-13-2250-25650.jpg,0.00455635879188776
56,000234-953dc505b13267df9a0f7572-27-1750-50350.jpg,0.4959319829940796
57,000351-5c99ee571eb64dfbe59206b4-41-3750-77550.jpg,0.003941452596336603
58,000503-ba9bef2af96a41ee3b5080e5-31-4500-60300.jpg,0.984892725944519
59,000044-9158d948a7e1edeb1f829c71-4-4250-11450.jpg,0.0663335844874382
60,000056-7e3bb2ffcafbbb3f749de881-30-750-54750.jpg,0.1885431706905365
61,000432-392c6092a6280d30a7144bcf-5-4500-13500.jpg,0.002216893946751952
62,000539-7a48c8dc4ebc485dab23a53c-46-250-83050.jpg,0.9871301054954529
63,000279-d843411d5321a68a9227a475-12-750-22350.jpg,0.0949813723564148
64,000514-6258142bab395a3c22a310da-38-3000-71400.jpg,0.0056908815167844296
65,000147-da65c9f6fbb63ff67c796a78-0-3500-3500.jpg,0.3673059642314911
66,000155-6c2601ee868544d7e63431f4-19-1500-35700.jpg,0.31070396304130554
