,filename,probability_1
0,000000-f6f091083fcc5948725ef21f-11-2250-22050.jpg,0.20216429233551025
1,000001-c371eab259dd483bd58c25d8-13-1000-24400.jpg,0.08084911853075027
2,000002-540208e670abd2b2613b8dfa-39-2750-72950.jpg,0.46057814359664917
3,000003-16f99beaf8446ba44a25e1f6-14-500-25700.jpg,0.05187048017978668
4,000004-0df26117d1a490e48873f39d-26-4250-51050.jpg,0.3105185031890869
5,000005-d714745bd7c83534af449a81-4-2750-9950.jpg,0.05411785468459129
6,000006-e97e9054f7b8f3e47f09f75c-9-4000-20200.jpg,0.03482002764940262
7,000007-6258142bab395a3c22a310da-27-4750-53350.jpg,0.33434152603149414
8,000008-68f6dad2a2ede9aa67f72499-40-3250-75250.jpg,0.06120928376913071
9,000009-04d03f0bda67a854ff0dc550-23-2750-44150.jpg,0.8098761439323425
10,000010-437b49c5a4d43f7cf5f04e11-12-1250-22850.jpg,0.2717580199241638
11,000011-e136be7e1b771b73501c41b1-10-4000-22000.jpg,0.021004686132073402
12,000012-be0c688226a81bd12535adac-41-1250-75050.jpg,0.20050154626369476
13,000013-16f99beaf8446ba44a25e1f6-19-3500-37700.jpg,0.6984125375747681
14,000014-b359b4021287d30ff9b6f5b2-29-4750-56950.jpg,0.2295539379119873
15,000015-1d543ae97672c91311e5a36d-34-1250-62450.jpg,0.10557251423597336
16,000016-2e5b26de6bdee8e740e69eac-35-4250-67250.jpg,0.1630425602197647
17,000017-398e7524eb808f5e45c794fc-28-0-50400.jpg,0.05257092043757439
18,000018-6e4893849ef9b777ec9c9c78-7-500-13100.jpg,0.29365867376327515
19,000019-768a0a069adf04319ff2559b-38-3000-71400.jpg,0.2785254716873169
20,000020-e03d6fa1c9dcadacd79c8d20-5-3500-12500.jpg,0.08086595684289932
21,000021-fb247ec7e266d69334aaf013-39-4000-74200.jpg,0.025420693680644035
22,000022-cf6818df126de11c0ac1aaa3-41-3250-77050.jpg,0.1150994673371315
23,000023-b8acc0dba46212f108f96480-1-4500-6300.jpg,0.08209621161222458
24,000024-437b49c5a4d43f7cf5f04e11-23-3250-44650.jpg,0.026482457295060158
25,000025-acab0eb205d107f839c695f3-8-1500-15900.jpg,0.2042812705039978
26,000026-5c99ee571eb64dfbe59206b4-21-3000-40800.jpg,0.13976523280143738
27,000027-6d5e57caf62f4ce2491fd4c2-7-750-13350.jpg,0.0982779860496521
28,000028-bc33bb6c5813d9351f1062f9-10-2000-20000.jpg,0.009718731977045536
29,000029-29a94a94190d92d759560898-43-4000-81400.jpg,0.018745776265859604
