,filename,probability_1
0,000000-f6f091083fcc5948725ef21f-11-2250-22050.jpg,0.994253933429718
1,000001-c371eab259dd483bd58c25d8-13-1000-24400.jpg,0.9885576963424683
2,000002-540208e670abd2b2613b8dfa-39-2750-72950.jpg,0.9950897097587585
3,000003-16f99beaf8446ba44a25e1f6-14-500-25700.jpg,0.9990488886833191
4,000004-0df26117d1a490e48873f39d-26-4250-51050.jpg,0.994158148765564
5,000005-d714745bd7c83534af449a81-4-2750-9950.jpg,0.9987905621528625
6,000006-e97e9054f7b8f3e47f09f75c-9-4000-20200.jpg,0.967717170715332
7,000007-6258142bab395a3c22a310da-27-4750-53350.jpg,0.9823876619338989
8,000008-68f6dad2a2ede9aa67f72499-40-3250-75250.jpg,0.9821000099182129
9,000009-04d03f0bda67a854ff0dc550-23-2750-44150.jpg,0.9575089812278748
10,000010-437b49c5a4d43f7cf5f04e11-12-1250-22850.jpg,0.9981335997581482
11,000011-e136be7e1b771b73501c41b1-10-4000-22000.jpg,0.9194211959838867
12,000012-be0c688226a81bd12535adac-41-1250-75050.jpg,0.01575600728392601
13,000013-16f99beaf8446ba44a25e1f6-19-3500-37700.jpg,0.9850325584411621
14,000014-b359b4021287d30ff9b6f5b2-29-4750-56950.jpg,0.998785674571991
15,000015-1d543ae97672c91311e5a36d-34-1250-62450.jpg,0.9899739027023315
16,000016-2e5b26de6bdee8e740e69eac-35-4250-67250.jpg,0.9941816926002502
17,000017-398e7524eb808f5e45c794fc-28-0-50400.jpg,0.9977455735206604
18,000018-6e4893849ef9b777ec9c9c78-7-500-13100.jpg,0.9862481951713562
19,000019-768a0a069adf04319ff2559b-38-3000-71400.jpg,0.9327579140663147
20,000020-e03d6fa1c9dcadacd79c8d20-5-3500-12500.jpg,0.995101809501648
21,000021-fb247ec7e266d69334aaf013-39-4000-74200.jpg,0.9378356337547302
22,000022-cf6818df126de11c0ac1aaa3-41-3250-77050.jpg,0.9689167737960815
23,000023-b8acc0dba46212f108f96480-1-4500-6300.jpg,0.9378898739814758
24,000024-437b49c5a4d43f7cf5f04e11-23-3250-44650.jpg,0.9975579977035522
25,000025-acab0eb205d107f839c695f3-8-1500-15900.jpg,0.9944530129432678
26,000026-5c99ee571eb64dfbe59206b4-21-3000-40800.jpg,0.9971370697021484
27,000027-6d5e57caf62f4ce2491fd4c2-7-750-13350.jpg,0.9800690412521362
28,000028-bc33bb6c5813d9351f1062f9-10-2000-20000.jpg,0.989193856716156
29,000029-29a94a94190d92d759560898-43-4000-81400.jpg,0.8168414235115051
